ix,iy,icloudy,icol,irow,x,y,MASL,land_percent,nwl,wl,nip,meas_type,nbvm,sza,vza,raa,meas,ifcov,ifmp,NPIXELS,TIMESTAMP,HEIGHT_OBS,NSURF,IFGAS
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,41,13,41.448002,54.4732,227.585,0.27492,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,55.3538,35.7698,0.00100567,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,49.7007,34.8049,0.00170937,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,42.9192,33.3198,0.000500087,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,34.8226,30.8598,0.00201007,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,25.3404,26.083,0.00201115,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,14.9389,13.6752,-0.000198724,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,7.16631,319.94,0.000102217,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,13.2246,253.736,0.00421837,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,23.6392,238.431,0.000905986,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,33.328,232.981,-0.00190613,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,41.6634,230.245,-0.00411692,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,48.6446,228.638,-0.00642996,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,42,13,41.448002,54.4732,227.585,-0.00713281,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,55.3538,35.7698,-0.00180389,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,49.7007,34.8049,-0.00150516,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,42.9192,33.3198,-0.00150769,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,34.8226,30.8598,0.000200873,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,25.3404,26.083,0.000299446,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,14.9389,13.6752,0.00140562,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,7.16631,319.94,-0.00361485,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,13.2246,253.736,0.00411648,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,23.6392,238.431,0.00793391,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,33.328,232.981,0.0109494,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,41.6634,230.245,0.0133658,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,48.6446,228.638,0.0146747,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,0.865,3,43,13,41.448002,54.4732,227.585,0.0151777,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,1.020,1,41,14,41.448002,56.0659,35.8986,0.385444,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,1.020,1,41,14,41.448002,50.5427,34.9766,0.378966,0,0,4,2008-01-04T13:15:01Z,705000,0,0
1,1,1,1376,3286,2.601,13.583,241.000,100,6,1.020,1,41,14,41.448002,43.9368,33.594,0.382996,0,0,4,2008-01-04T13:15:01Z,705000,0,0
